order_product_id,order_id,product_id,quantity,total,currency,last_modified,_change_request_type
853,85,3,1,799.99,USD,2025-05-24 02:35:51,u
851,85,1,1,699.99,USD,2025-11-05 05:15:13,u
858,85,8,1,999.99,USD,2025-04-19 17:48:52,u
8513,85,13,4,3999.96,USD,2025-08-11 02:07:54,u
845,84,5,1,599.99,USD,2025-11-03 06:00:17,u
842,84,2,1,799.99,USD,2025-01-20 12:47:14,u
849,84,9,4,7199.96,USD,2025-01-22 13:14:59,u
838,83,8,2,1999.98,USD,2025-03-15 07:39:58,u
8313,83,13,3,2999.97,USD,2025-05-19 17:46:49,u
8310,83,10,2,1599.98,USD,2025-01-10 01:06:44,u
835,83,5,3,1799.97,USD,2025-08-11 23:57:42,u
821,82,1,4,2799.96,USD,2024-12-31 14:05:18,u
829,82,9,1,1799.99,USD,2025-03-04 10:35:46,u
8210,82,10,1,799.99,USD,2025-02-06 04:49:15,u
814,81,4,1,999.99,USD,2025-05-03 05:40:37,u
811,81,1,2,1399.98,USD,2025-11-06 18:07:50,u
815,81,5,1,599.99,USD,2025-08-21 21:00:49,u
803,80,3,4,3199.96,USD,2025-10-01 11:54:25,u
808,80,8,1,999.99,USD,2025-02-07 05:22:59,u
810,8,10,2,1599.98,USD,2024-12-29 06:26:53,u
86,8,6,1,899.99,USD,2025-08-27 12:49:31,u
83,8,3,4,3199.96,USD,2025-06-05 20:00:42,u
795,79,5,2,1199.98,USD,2025-05-29 02:48:35,u
792,79,2,1,799.99,USD,2025-01-15 07:49:55,u
784,78,4,2,1999.98,USD,2025-03-02 15:30:48,u
789,78,9,3,5399.97,USD,2025-05-10 07:13:45,u
7812,78,12,3,3899.97,USD,2025-10-14 02:14:57,u
779,77,9,3,5399.97,USD,2025-08-05 04:11:51,u
7710,77,10,1,799.99,USD,2024-12-15 07:10:44,u
7713,77,13,2,1999.98,USD,2024-11-18 17:37:26,u
768,76,8,1,999.99,USD,2025-10-25 20:22:16,u
7614,76,14,1,1799.99,USD,2024-12-31 12:06:12,u
762,76,2,2,1599.98,USD,2025-04-24 18:44:32,u
7613,76,13,2,1999.98,USD,2025-11-02 05:42:35,u
7513,75,13,2,1999.98,USD,2025-04-04 07:48:34,u
753,75,3,1,799.99,USD,2025-10-30 01:56:01,u
7410,74,10,1,799.99,USD,2025-08-10 12:19:44,u
743,74,3,2,1599.98,USD,2025-05-31 07:07:52,u
745,74,5,1,599.99,USD,2025-07-18 04:19:36,u
7314,73,14,2,3599.98,USD,2024-12-21 14:05:44,u
7313,73,13,4,3999.96,USD,2025-02-19 16:16:36,u
723,72,3,2,1599.98,USD,2025-05-30 07:13:17,u
721,72,1,3,2099.97,USD,2025-05-07 00:47:42,u
728,72,8,3,2999.97,USD,2025-01-13 02:56:24,u
7213,72,13,2,1999.98,USD,2025-02-05 22:16:55,u
715,71,5,3,1799.97,USD,2025-02-11 21:07:48,u
719,71,9,1,1799.99,USD,2025-06-07 07:06:30,u
7014,70,14,1,1799.99,USD,2025-07-24 13:20:38,u
710,7,10,2,1599.98,USD,2024-12-12 04:45:42,u
75,7,5,1,599.99,USD,2025-04-21 01:20:58,u
73,7,3,2,1599.98,USD,2025-08-18 05:00:05,u
6914,69,14,2,3599.98,USD,2025-02-08 02:12:27,u
687,68,7,2,1399.98,USD,2025-09-26 00:31:33,u
682,68,2,1,799.99,USD,2025-04-21 20:43:37,u
684,68,4,2,1999.98,USD,2025-04-09 02:40:35,u
688,68,8,1,999.99,USD,2025-07-22 05:56:27,u
6714,67,14,2,3599.98,USD,2025-11-11 20:33:42,u
676,67,6,3,2699.97,USD,2025-10-15 14:42:33,u
677,67,7,1,699.99,USD,2025-07-18 18:36:21,u
6614,66,14,3,5399.97,USD,2025-10-07 14:35:08,u
667,66,7,2,1399.98,USD,2025-01-26 16:05:08,u
6612,66,12,1,1299.99,USD,2024-12-08 06:53:19,u
653,65,3,2,1599.98,USD,2025-05-22 14:47:59,u
6511,65,11,4,3999.96,USD,2025-07-24 04:15:01,u
6513,65,13,4,3999.96,USD,2025-06-23 22:20:54,u
648,64,8,3,2999.97,USD,2025-01-04 13:21:52,u
649,64,9,3,5399.97,USD,2025-03-24 00:24:29,u
6412,64,12,1,1299.99,USD,2025-10-28 22:10:51,u
638,63,8,1,999.99,USD,2025-02-07 07:26:50,u
639,63,9,2,3599.98,USD,2025-08-13 08:45:03,u
6210,62,10,2,1599.98,USD,2024-11-28 21:22:33,u
624,62,4,2,1999.98,USD,2024-11-26 17:00:26,u
6214,62,14,2,3599.98,USD,2025-08-13 15:32:16,u
622,62,2,2,1599.98,USD,2025-08-23 12:25:12,u
627,62,7,4,2799.96,USD,2025-06-18 19:52:36,u
6112,61,12,1,1299.99,USD,2025-04-08 07:40:15,u
6110,61,10,3,2399.97,USD,2025-08-31 04:58:10,u
615,61,5,1,599.99,USD,2025-03-31 10:52:18,u
606,60,6,1,899.99,USD,2025-08-20 10:57:22,u
605,60,5,3,1799.97,USD,2025-01-11 20:08:58,u
609,60,9,3,5399.97,USD,2025-06-27 05:02:29,u
613,6,13,3,2999.97,USD,2025-08-09 09:20:50,u
68,6,8,3,2999.97,USD,2025-07-03 12:21:52,u
612,6,12,2,2599.98,USD,2024-12-11 00:42:10,u
592,59,2,2,1599.98,USD,2025-05-29 10:04:23,u
5913,59,13,2,1999.98,USD,2025-04-08 06:20:24,u
594,59,4,3,2999.97,USD,2024-12-11 19:26:56,u
589,58,9,2,3599.98,USD,2025-11-12 14:14:04,u
587,58,7,3,2099.97,USD,2024-12-01 01:05:55,u
584,58,4,1,999.99,USD,2025-07-28 05:49:07,u
572,57,2,2,1599.98,USD,2025-09-24 11:47:00,u
5711,57,11,2,1999.98,USD,2025-06-27 15:00:05,u
5612,56,12,2,2599.98,USD,2024-12-13 09:08:51,u
5610,56,10,1,799.99,USD,2025-07-31 00:14:08,u
562,56,2,3,2399.97,USD,2024-12-12 07:12:45,u
566,56,6,3,2699.97,USD,2025-03-13 00:38:51,u
5514,55,14,2,3599.98,USD,2025-04-02 09:01:01,u
5511,55,11,1,999.99,USD,2025-03-31 03:28:16,u
552,55,2,2,1599.98,USD,2025-01-23 18:06:55,u
5512,55,12,1,1299.99,USD,2025-06-12 21:15:14,u
547,54,7,1,699.99,USD,2025-09-18 16:27:51,u
5313,53,13,2,1999.98,USD,2024-12-25 03:46:20,u
535,53,5,2,1199.98,USD,2025-01-18 18:31:21,u
5314,53,14,1,1799.99,USD,2025-01-02 11:27:27,u
5311,53,11,2,1999.98,USD,2025-09-26 19:11:09,u
5214,52,14,3,5399.97,USD,2025-01-09 18:45:40,u
527,52,7,1,699.99,USD,2024-11-28 09:13:58,u
523,52,3,1,799.99,USD,2025-10-14 11:38:10,u
5113,51,13,1,999.99,USD,2025-05-17 04:22:12,u
514,51,4,3,2999.97,USD,2025-04-09 01:58:03,u
5114,51,14,1,1799.99,USD,2025-06-10 11:19:45,u
513,51,3,1,799.99,USD,2025-10-16 07:28:26,u
506,50,6,3,2699.97,USD,2025-09-17 12:08:07,u
501,50,1,2,1399.98,USD,2024-12-14 21:07:07,u
509,50,9,2,3599.98,USD,2024-11-13 12:05:18,u
57,5,7,1,699.99,USD,2025-06-29 23:19:26,u
513,5,13,3,2999.97,USD,2025-01-25 09:53:43,u
51,5,1,2,1399.98,USD,2025-09-20 07:37:34,u
493,49,3,2,1599.98,USD,2025-10-05 09:43:55,u
491,49,1,2,1399.98,USD,2025-09-25 15:26:50,u
4911,49,11,3,2999.97,USD,2025-05-18 08:56:05,u
482,48,2,3,2399.97,USD,2025-08-07 14:45:25,u
4812,48,12,3,3899.97,USD,2025-03-15 15:05:19,u
484,48,4,2,1999.98,USD,2025-05-23 06:58:07,u
479,47,9,3,5399.97,USD,2025-03-20 06:56:14,u
4713,47,13,1,999.99,USD,2025-05-04 15:52:14,u
467,46,7,2,1399.98,USD,2024-12-01 18:31:11,u
463,46,3,1,799.99,USD,2025-07-23 19:55:42,u
461,46,1,2,1399.98,USD,2025-06-10 22:02:29,u
4512,45,12,1,1299.99,USD,2024-12-13 07:02:55,u
4513,45,13,2,1999.98,USD,2024-12-22 23:34:03,u
4511,45,11,2,1999.98,USD,2025-01-10 16:15:41,u
456,45,6,1,899.99,USD,2025-08-22 12:15:28,u
452,45,2,1,799.99,USD,2025-03-13 21:57:40,u
4413,44,13,2,1999.98,USD,2025-02-22 13:20:12,u
445,44,5,3,1799.97,USD,2025-01-22 21:13:22,u
448,44,8,2,1999.98,USD,2025-02-17 06:35:23,u
432,43,2,1,799.99,USD,2025-09-24 08:47:09,u
4310,43,10,1,799.99,USD,2025-02-20 07:31:46,u
422,42,2,1,799.99,USD,2025-08-20 18:43:40,u
427,42,7,3,2099.97,USD,2025-03-08 00:07:43,u
4212,42,12,1,1299.99,USD,2025-11-01 00:06:19,u
421,42,1,3,2099.97,USD,2024-11-24 04:46:40,u
416,41,6,2,1799.98,USD,2025-04-26 09:13:30,u
4113,41,13,4,3999.96,USD,2025-04-01 21:46:29,u
414,41,4,1,999.99,USD,2024-12-24 09:10:41,u
4014,40,14,2,3599.98,USD,2024-12-09 07:59:57,u
402,40,2,2,1599.98,USD,2025-01-18 07:17:09,u
407,40,7,1,699.99,USD,2024-11-15 11:46:42,u
44,4,4,3,2999.97,USD,2025-04-02 06:29:39,u
49,4,9,4,7199.96,USD,2025-11-12 13:21:04,u
413,4,13,3,2999.97,USD,2025-07-30 19:15:04,u
412,4,12,1,1299.99,USD,2025-03-03 17:27:02,u
45,4,5,2,1199.98,USD,2025-06-19 07:55:09,u
393,39,3,1,799.99,USD,2025-06-23 23:27:28,u
391,39,1,1,699.99,USD,2025-07-04 02:45:28,u
399,39,9,1,1799.99,USD,2025-06-13 10:18:22,u
389,38,9,3,5399.97,USD,2025-01-16 02:17:10,u
387,38,7,3,2099.97,USD,2025-11-11 18:25:21,u
384,38,4,2,1999.98,USD,2025-10-31 21:45:57,u
379,37,9,1,1799.99,USD,2025-08-25 09:01:16,u
3710,37,10,4,3199.96,USD,2025-08-14 02:27:24,u
374,37,4,3,2999.97,USD,2024-12-19 14:52:35,u
365,36,5,3,1799.97,USD,2024-12-31 09:21:57,u
362,36,2,2,1599.98,USD,2025-07-04 15:12:32,u
361,36,1,1,699.99,USD,2025-10-05 17:40:10,u
3611,36,11,1,999.99,USD,2024-12-01 12:30:46,u
353,35,3,2,1599.98,USD,2025-04-04 15:48:26,u
3511,35,11,4,3999.96,USD,2025-07-22 03:52:56,u
357,35,7,1,699.99,USD,2025-05-18 15:06:41,u
3513,35,13,2,1999.98,USD,2025-03-19 20:25:33,u
354,35,4,3,2999.97,USD,2025-08-17 05:11:49,u
345,34,5,2,1199.98,USD,2025-09-23 21:56:57,u
3411,34,11,2,1999.98,USD,2025-05-09 16:41:53,u
342,34,2,4,3199.96,USD,2025-04-21 06:57:38,u
3410,34,10,4,3199.96,USD,2025-04-05 09:40:10,u
343,34,3,2,1599.98,USD,2025-02-13 20:48:21,u
3312,33,12,2,2599.98,USD,2025-08-12 17:16:03,u
3310,33,10,2,1599.98,USD,2025-11-08 08:07:52,u
335,33,5,1,599.99,USD,2025-01-18 01:02:36,u
327,32,7,3,2099.97,USD,2025-01-24 20:07:05,u
3212,32,12,4,5199.96,USD,2025-06-22 11:31:40,u
317,31,7,1,699.99,USD,2025-05-20 21:03:01,u
311,31,1,1,699.99,USD,2025-05-10 23:49:53,u
319,31,9,2,3599.98,USD,2025-02-22 09:31:08,u
3110,31,10,2,1599.98,USD,2025-06-20 02:51:10,u
3056,305,6,4,3599.96,USD,2025-07-12 17:55:46,u
3054,305,4,4,3999.96,USD,2024-12-20 02:44:24,u
3051,305,1,1,699.99,USD,2025-03-03 01:42:46,u
3055,305,5,1,599.99,USD,2025-09-20 01:27:21,u
3043,304,3,1,799.99,USD,2025-03-19 11:59:44,u
3047,304,7,1,699.99,USD,2025-02-01 04:09:51,u
3048,304,8,1,999.99,USD,2025-03-15 06:33:12,u
30411,304,11,1,999.99,USD,2025-10-08 16:33:35,u
3033,303,3,2,1599.98,USD,2025-04-25 21:59:00,u
3039,303,9,3,5399.97,USD,2024-12-02 07:44:28,u
30310,303,10,2,1599.98,USD,2025-10-06 00:42:35,u
3034,303,4,2,1999.98,USD,2025-03-21 16:28:25,u
3022,302,2,1,799.99,USD,2025-07-09 10:04:56,u
30212,302,12,3,3899.97,USD,2025-04-28 00:40:17,u
30213,302,13,3,2999.97,USD,2025-02-13 11:36:43,u
3023,302,3,2,1599.98,USD,2025-09-23 04:27:57,u
3016,301,6,2,1799.98,USD,2025-03-07 02:24:40,u
30013,300,13,1,999.99,USD,2025-01-08 07:46:17,u
30010,300,10,2,1599.98,USD,2025-10-30 04:20:30,u
3010,30,10,2,1599.98,USD,2025-10-30 05:25:13,u
301,30,1,1,699.99,USD,2025-06-25 17:04:27,u
310,3,10,2,1599.98,USD,2025-10-02 06:01:56,u
313,3,13,2,1999.98,USD,2025-05-20 14:30:37,u
35,3,5,2,1199.98,USD,2025-05-28 19:31:22,u
2994,299,4,2,1999.98,USD,2025-06-27 13:22:23,u
2991,299,1,1,699.99,USD,2024-11-14 07:25:25,u
2984,298,4,1,999.99,USD,2024-12-30 12:45:51,u
2985,298,5,2,1199.98,USD,2025-02-13 01:27:42,u
2988,298,8,2,1999.98,USD,2025-10-12 06:35:10,u
2982,298,2,1,799.99,USD,2025-07-30 10:23:19,u
2974,297,4,1,999.99,USD,2024-12-03 01:18:46,u
2975,297,5,3,1799.97,USD,2025-08-28 02:44:35,u
2972,297,2,2,1599.98,USD,2025-08-20 21:37:34,u
2964,296,4,1,999.99,USD,2025-05-16 02:59:05,u
29614,296,14,3,5399.97,USD,2025-10-12 17:12:26,u
29612,296,12,2,2599.98,USD,2025-09-17 21:37:33,u
2965,296,5,2,1199.98,USD,2025-07-22 02:12:20,u
2957,295,7,2,1399.98,USD,2024-11-22 13:34:05,u
29512,295,12,1,1299.99,USD,2025-04-01 06:59:56,u
2946,294,6,3,2699.97,USD,2025-02-28 12:14:44,u
2945,294,5,1,599.99,USD,2025-09-23 01:51:36,u
2949,294,9,1,1799.99,USD,2025-05-13 14:26:18,u
2939,293,9,4,7199.96,USD,2025-02-16 13:45:03,u
29310,293,10,1,799.99,USD,2024-12-29 09:33:53,u
29313,293,13,1,999.99,USD,2025-02-04 06:38:06,u
2922,292,2,1,799.99,USD,2025-04-08 19:52:18,u
2926,292,6,3,2699.97,USD,2025-04-05 14:37:12,u
2921,292,1,3,2099.97,USD,2025-08-20 05:26:58,u
2929,292,9,1,1799.99,USD,2025-01-22 03:41:52,u
2916,291,6,3,2699.97,USD,2024-11-18 13:58:20,u
2918,291,8,3,2999.97,USD,2025-05-16 22:10:44,u
29010,290,10,2,1599.98,USD,2025-05-19 22:15:02,u
2905,290,5,4,2399.96,USD,2025-08-05 02:21:32,u
2902,290,2,4,3199.96,USD,2025-04-06 12:28:29,u
2914,29,14,2,3599.98,USD,2025-05-30 02:06:25,u
2910,29,10,3,2399.97,USD,2024-12-01 18:15:32,u
293,29,3,2,1599.98,USD,2024-12-12 08:18:34,u
292,29,2,2,1599.98,USD,2025-09-18 20:12:59,u
2898,289,8,2,1999.98,USD,2025-06-22 03:01:27,u
28910,289,10,1,799.99,USD,2025-02-12 07:08:25,u
2891,289,1,2,1399.98,USD,2025-07-11 14:40:31,u
2886,288,6,1,899.99,USD,2025-05-05 19:36:43,u
2883,288,3,3,2399.97,USD,2024-11-22 13:39:46,u
28710,287,10,2,1599.98,USD,2025-08-17 01:39:22,u
28714,287,14,1,1799.99,USD,2025-08-17 09:45:16,u
2873,287,3,1,799.99,USD,2025-10-04 07:05:56,u
2879,287,9,1,1799.99,USD,2025-10-06 00:35:32,u
2868,286,8,2,1999.98,USD,2025-05-09 10:24:53,u
28612,286,12,2,2599.98,USD,2025-04-17 03:31:34,u
28613,286,13,3,2999.97,USD,2024-11-23 21:44:39,u
2865,286,5,1,599.99,USD,2025-10-29 17:48:15,u
28512,285,12,1,1299.99,USD,2025-07-31 09:58:52,u
2855,285,5,2,1199.98,USD,2025-04-27 17:28:04,u
28511,285,11,2,1999.98,USD,2025-05-23 19:37:50,u
2843,284,3,3,2399.97,USD,2025-03-13 17:44:10,u
2844,284,4,2,1999.98,USD,2025-05-21 14:57:44,u
2841,284,1,2,1399.98,USD,2025-11-04 06:42:16,u
28313,283,13,1,999.99,USD,2025-04-17 15:25:50,u
2836,283,6,2,1799.98,USD,2025-09-11 21:17:04,u
2838,283,8,2,1999.98,USD,2025-10-12 10:49:06,u
2827,282,7,1,699.99,USD,2025-04-10 17:31:11,u
2821,282,1,3,2099.97,USD,2025-08-04 13:40:08,u
2816,281,6,2,1799.98,USD,2025-04-01 18:43:54,u
2818,281,8,3,2999.97,USD,2025-04-29 14:52:14,u
2817,281,7,3,2099.97,USD,2025-08-07 18:29:31,u
28012,280,12,2,2599.98,USD,2025-09-14 21:44:57,u
2814,28,14,1,1799.99,USD,2025-04-11 22:01:17,u
282,28,2,1,799.99,USD,2025-09-13 04:58:02,u
287,28,7,3,2099.97,USD,2025-04-27 07:41:09,u
2797,279,7,2,1399.98,USD,2024-12-20 20:31:06,u
2791,279,1,1,699.99,USD,2025-05-26 12:38:33,u
2799,279,9,3,5399.97,USD,2024-12-07 23:26:55,u
2783,278,3,3,2399.97,USD,2025-02-14 09:31:36,u
27811,278,11,2,1999.98,USD,2025-02-10 02:01:14,u
2787,278,7,2,1399.98,USD,2025-08-06 07:46:44,u
2775,277,5,1,599.99,USD,2025-06-10 18:32:48,u
27714,277,14,2,3599.98,USD,2025-05-19 02:04:22,u
27711,277,11,4,3999.96,USD,2024-12-03 07:50:37,u
2772,277,2,2,1599.98,USD,2025-03-13 06:39:45,u
27610,276,10,3,2399.97,USD,2025-07-14 10:12:37,u
27612,276,12,3,3899.97,USD,2024-12-23 08:17:11,u
2766,276,6,2,1799.98,USD,2024-11-23 14:32:40,u
27512,275,12,2,2599.98,USD,2025-05-19 19:45:38,u
2754,275,4,2,1999.98,USD,2025-07-03 14:25:16,u
2741,274,1,2,1399.98,USD,2025-02-24 21:37:26,u
27411,274,11,3,2999.97,USD,2025-08-19 11:56:22,u
27410,274,10,4,3199.96,USD,2024-12-26 17:15:26,u
2737,273,7,1,699.99,USD,2025-06-19 21:41:29,u
27313,273,13,2,1999.98,USD,2025-05-05 10:52:06,u
2734,273,4,1,999.99,USD,2024-11-16 15:37:25,u
2738,273,8,1,999.99,USD,2025-03-06 13:16:16,u
27210,272,10,1,799.99,USD,2025-05-18 10:49:20,u
2724,272,4,3,2999.97,USD,2025-03-02 19:55:19,u
27212,272,12,2,2599.98,USD,2025-01-03 15:35:32,u
27110,271,10,2,1599.98,USD,2025-01-14 09:25:33,u
27112,271,12,1,1299.99,USD,2025-02-13 13:25:46,u
2713,271,3,2,1599.98,USD,2024-11-19 11:15:13,u
2715,271,5,3,1799.97,USD,2025-08-10 04:59:16,u
2702,270,2,1,799.99,USD,2025-10-27 03:55:03,u
27011,270,11,1,999.99,USD,2025-02-08 13:05:19,u
2704,270,4,2,1999.98,USD,2025-01-12 10:04:06,u
2713,27,13,2,1999.98,USD,2025-07-14 08:55:44,u
273,27,3,3,2399.97,USD,2025-03-10 00:31:37,u
2692,269,2,3,2399.97,USD,2025-08-13 15:38:39,u
2696,269,6,1,899.99,USD,2024-12-14 21:54:36,u
2694,269,4,2,1999.98,USD,2025-01-26 09:54:31,u
2686,268,6,1,899.99,USD,2025-10-22 03:51:46,u
26813,268,13,2,1999.98,USD,2025-06-30 07:08:41,u
2685,268,5,2,1199.98,USD,2025-11-11 08:09:20,u
2688,268,8,1,999.99,USD,2025-04-26 14:27:15,u
2675,267,5,2,1199.98,USD,2024-12-04 02:28:37,u
2669,266,9,2,3599.98,USD,2025-08-04 21:54:07,u
2662,266,2,1,799.99,USD,2025-10-07 06:50:30,u
26612,266,12,1,1299.99,USD,2025-08-18 03:49:34,u
26613,266,13,1,999.99,USD,2025-01-19 18:34:48,u
26513,265,13,1,999.99,USD,2025-08-18 00:05:27,u
2658,265,8,1,999.99,USD,2025-06-17 18:09:45,u
26510,265,10,3,2399.97,USD,2025-04-10 13:04:16,u
2654,265,4,3,2999.97,USD,2025-08-24 03:44:55,u
2641,264,1,1,699.99,USD,2024-11-23 03:23:32,u
2649,264,9,2,3599.98,USD,2025-01-10 13:22:16,u
26410,264,10,3,2399.97,USD,2024-12-27 07:13:53,u
26311,263,11,1,999.99,USD,2025-07-13 18:19:13,u
26310,263,10,1,799.99,USD,2025-08-13 18:04:16,u
26313,263,13,3,2999.97,USD,2024-12-02 02:17:45,u
26212,262,12,2,2599.98,USD,2025-03-13 20:03:24,u
2623,262,3,4,3199.96,USD,2025-08-11 09:06:39,u
26113,261,13,2,1999.98,USD,2025-01-19 20:21:09,u
2611,261,1,1,699.99,USD,2024-12-25 17:37:44,u
2607,260,7,3,2099.97,USD,2025-05-30 09:32:54,u
26012,260,12,4,5199.96,USD,2025-03-14 01:11:23,u
266,26,6,2,1799.98,USD,2025-02-13 12:03:04,u
267,26,7,2,1399.98,USD,2025-03-28 23:11:38,u
25912,259,12,2,2599.98,USD,2025-09-21 17:18:52,u
2591,259,1,2,1399.98,USD,2025-09-07 05:07:02,u
25914,259,14,3,5399.97,USD,2025-09-29 20:01:33,u
25913,259,13,2,1999.98,USD,2025-09-04 02:35:33,u
2596,259,6,2,1799.98,USD,2024-12-24 12:04:35,u
2587,258,7,3,2099.97,USD,2025-01-08 08:08:25,u
2586,258,6,1,899.99,USD,2025-09-22 12:08:32,u
25710,257,10,1,799.99,USD,2024-11-17 22:15:12,u
25713,257,13,1,999.99,USD,2025-07-25 18:33:29,u
2569,256,9,3,5399.97,USD,2025-08-18 01:07:03,u
2566,256,6,3,2699.97,USD,2025-09-13 12:30:03,u
25611,256,11,1,999.99,USD,2024-12-19 10:05:18,u
25612,256,12,1,1299.99,USD,2025-01-12 00:20:44,u
2564,256,4,3,2999.97,USD,2025-06-02 07:59:29,u
2554,255,4,1,999.99,USD,2025-08-25 06:15:49,u
2559,255,9,1,1799.99,USD,2025-08-12 05:42:17,u
25513,255,13,2,1999.98,USD,2024-11-25 21:29:32,u
25411,254,11,2,1999.98,USD,2025-10-04 15:40:06,u
2544,254,4,4,3999.96,USD,2025-02-10 05:07:41,u
25414,254,14,3,5399.97,USD,2025-08-05 02:53:04,u
25413,254,13,3,2999.97,USD,2025-04-07 12:10:12,u
2536,253,6,3,2699.97,USD,2025-01-30 21:54:14,u
2531,253,1,1,699.99,USD,2024-12-17 21:47:21,u
2535,253,5,1,599.99,USD,2025-10-07 08:50:06,u
2522,252,2,1,799.99,USD,2024-11-25 17:00:07,u
25212,252,12,3,3899.97,USD,2024-12-24 15:14:24,u
25213,252,13,2,1999.98,USD,2025-11-04 10:58:38,u
2523,252,3,3,2399.97,USD,2025-01-03 10:11:48,u
2511,251,1,1,699.99,USD,2025-09-16 11:30:55,u
25114,251,14,1,1799.99,USD,2025-04-28 18:10:41,u
25112,251,12,2,2599.98,USD,2025-01-07 01:51:21,u
2519,251,9,3,5399.97,USD,2025-04-28 03:32:56,u
25111,251,11,3,2999.97,USD,2025-08-29 02:02:58,u
25010,250,10,1,799.99,USD,2025-01-30 07:45:00,u
2510,25,10,1,799.99,USD,2025-07-15 20:01:53,u
2513,25,13,1,999.99,USD,2025-06-19 10:57:25,u
255,25,5,2,1199.98,USD,2025-03-07 15:08:07,u
2498,249,8,3,2999.97,USD,2025-11-09 09:26:29,u
24913,249,13,1,999.99,USD,2025-03-18 20:23:54,u
2485,248,5,3,1799.97,USD,2025-04-01 22:46:07,u
2489,248,9,2,3599.98,USD,2025-06-01 11:34:38,u
2479,247,9,1,1799.99,USD,2025-07-31 03:29:57,u
24712,247,12,1,1299.99,USD,2025-10-06 14:16:20,u
2471,247,1,4,2799.96,USD,2025-09-10 09:00:49,u
2463,246,3,1,799.99,USD,2025-07-06 06:41:37,u
2464,246,4,1,999.99,USD,2025-06-17 21:27:21,u
24511,245,11,3,2999.97,USD,2025-10-09 01:34:24,u
24513,245,13,1,999.99,USD,2025-04-19 22:20:19,u
2458,245,8,3,2999.97,USD,2025-10-26 17:29:04,u
24512,245,12,2,2599.98,USD,2025-03-25 04:37:16,u
24510,245,10,1,799.99,USD,2025-11-04 07:47:32,u
2441,244,1,2,1399.98,USD,2025-09-17 12:51:48,u
2448,244,8,3,2999.97,USD,2024-12-17 08:58:18,u
2438,243,8,1,999.99,USD,2025-01-30 21:55:45,u
24312,243,12,4,5199.96,USD,2025-06-25 16:21:30,u
24310,243,10,1,799.99,USD,2025-06-19 04:48:37,u
2424,242,4,2,1999.98,USD,2025-07-12 21:14:37,u
24214,242,14,2,3599.98,USD,2025-04-17 11:36:40,u
2411,241,1,3,2099.97,USD,2025-04-08 16:01:30,u
2417,241,7,3,2099.97,USD,2025-09-24 01:19:43,u
2416,241,6,3,2699.97,USD,2025-09-24 04:38:51,u
24013,240,13,2,1999.98,USD,2025-05-25 12:22:20,u
